CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,04/13/2025 04:00:00 AM,25-905969,ATTEMPT VEHICLE THEFT-AUTO,,4974 DESMOND ST,Oakland,CA,POINT (-122.25358 37.83486)
GRAND THEFT,04/02/2025 05:00:00 AM,25-905786,GRAND THEFT,14X,260 PARK VIEW TER,Oakland,CA,POINT (-122.25906 37.81161)
,04/29/2025 11:26:00 AM,25-906569,MAIL/ETC THEFT/ETC,11X,6526 TREMONT ST,Oakland,CA,POINT (-122.26765 37.8506)
NARCOTICS,05/08/2025 01:25:00 PM,25-020146,PUBLIC NUISANCE,23X,3514 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22228 37.77627)
,04/25/2025 04:00:00 AM,25-906230,GRAND THEFT,22Y,3974 NORTON AVE,Oakland,CA,POINT (-122.19723 37.7977)
,05/18/2025 12:30:00 PM,25-905624,BURGLARY-AUTO,01X,201 CLAY ST,Oakland,CA,POINT (-122.27868 37.79714)
STOLEN VEHICLE,04/05/2025 11:00:00 PM,25-015239,VEHICLE THEFT - AUTO,03Y,500 7TH ST,Oakland,CA,POINT (-122.27556 37.80006)
MISDEMEANOR ASSAULT,06/10/2025 06:47:00 AM,25-025219,BATTERY W/SERIOUS BODILY INJURY,07X,1073 34TH ST,Oakland,CA,POINT (-122.2788 37.82515)
,06/11/2025 02:35:00 PM,25-907540,MAIL/ETC THEFT/ETC,18Y,1900 E 28TH ST,Oakland,CA,POINT (-122.23106 37.79665)
OTHER,04/01/2025 12:00:00 AM,25-016813,USE OTHERS ID:CREDIT/ETC,77X,W MACARTHUR BLVD,Oakland,CA,
DOMESTIC VIOLENCE,04/08/2025 07:14:00 PM,25-015698,VANDALISM,33X,9425 C ST,Oakland,CA,POINT (-122.17664 37.74483)
CURFEW & LOITERING,04/09/2025 02:24:00 PM,25-015830,TRESPASS:OCCUPY PROPERTY W/O CONSENT,26X,5031 E 10TH ST,Oakland,CA,POINT (-122.21125 37.76635)
FELONY ASSAULT,05/28/2025 04:26:00 PM,25-023322,CARRY CONCEALED WEAPON IN VEHICLE : OCCUPANT,30Y,2700 73RD AV,Oakland,CA,POINT (-122.1732 37.76835)
,06/13/2025 12:17:00 PM,25-025718,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,8X,419 W MACARTHUR BLVD,Oakland,CA,POINT (-122.26224 37.82532)
EMBEZZLEMENT,04/03/2025 10:42:00 AM,25-019437,EMBEZZLE LEASED/RENTED VEHICLE,08X,3030 BROADWAY,Oakland,CA,POINT (-122.26136 37.81924)
GRAND THEFT,04/21/2025 10:15:00 AM,25-017626,GRAND THEFT,26Y,1136 69TH AV,Oakland,CA,POINT (-122.19223 37.75941)
BURG - COMMERCIAL,04/12/2025 05:54:00 AM,25-016277,BURGLARY-FORCIBLE ENTRY,13Z,6218 LA SALLE AV,Oakland,CA,POINT (-122.20918 37.82692)
,03/30/2025 01:06:00 PM,25-905934,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,3333 LAKESHORE AVE,Oakland,CA,POINT (-122.24361 37.81091)
,05/01/2025 08:58:00 PM,25-904434,BURGLARY-AUTO,,4TH ST ST,Oakland,CA,
OTHER,04/29/2025 04:00:00 PM,25-019063,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,02Y,1486 8TH ST,Oakland,CA,POINT (-122.29545 37.80656)
FELONY ASSAULT,03/23/2025 03:48:00 AM,25-012943,EXHIBIT FIREARM,35Y,11840 FOOTHILL WY,Oakland,CA,POINT (-122.13952 37.73539)
MISDEMEANOR ASSAULT,04/25/2025 11:15:00 PM,25-018455,BATTERY,21Y,3255 SCHOOL ST,Oakland,CA,POINT (-122.20924 37.79328)
FELONY ASSAULT,06/11/2025 05:29:00 PM,25-025465,VANDALISM:DAMAGE PROPERTY,33X,9100 SAN LEANDRO ST,Oakland,CA,POINT (-122.18528 37.74381)
DOMESTIC VIOLENCE,04/15/2025 01:00:00 AM,25-017038,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,99X,455 N PARK DRIVE,Oakland,CA,POINT (-122.23375 37.82895)
VANDALISM,06/04/2025 03:21:00 PM,25-024460,VANDALISM,22X,3401 LAGUNA AV,Oakland,CA,POINT (-122.21134 37.79747)
OTHER,04/16/2025 09:11:00 AM,25-906027,MAIL/ETC THEFT/ETC,21X,3150 SHEFFIELD AV,Oakland,CA,POINT (-122.22085 37.79706)
MISDEMEANOR ASSAULT,05/17/2025 06:56:00 PM,25-021723,EXHIBIT FIREARM,20X,1723 28TH AV,Oakland,CA,POINT (-122.22763 37.78292)
VANDALISM,04/30/2025 12:07:00 PM,25-019133,DISTURB THE PEACE,27Y,2404 64TH AV,Oakland,CA,POINT (-122.18881 37.76758)
,05/15/2025 10:40:00 PM,25-905110,BURGLARY-AUTO,08X,3901 BROADWAY,Oakland,CA,POINT (-122.25793 37.82697)
MISDEMEANOR ASSAULT,04/12/2025 09:15:00 AM,25-016295,BATTERY,27X,1924 51ST AV,Oakland,CA,POINT (-122.20462 37.77325)
VANDALISM,06/10/2025 01:42:00 PM,25-025272,VANDALISM,14X,666 BELLEVUE AV,Oakland,CA,POINT (-122.25879 37.80795)
HOMICIDE,03/20/2025 08:30:00 AM,25-012538,SC UNEXPLAINED DEATH,14X,311 LEE ST,Oakland,CA,POINT (-122.25631 37.8113)
MISCELLANEOUS TRAFFIC CRIME,03/18/2025 09:52:00 AM,25-012225,THROW SUB AT VEH:INT:GBI,19X,1700 E 12TH ST,Oakland,CA,POINT (-122.24375 37.7868)
PETTY THEFT,05/05/2025 06:30:00 PM,25-019929,THEFT:PERSONAL PROPERTY,07X,3501 SAN PABLO AV,Oakland,CA,POINT (-122.27834 37.82612)
WEAPONS,03/17/2025 03:39:00 PM,25-012111,CARRY LOADED HANDGUN: NOT REG OWNER,21Y,2681 FRUITVALE AV,Oakland,CA,POINT (-122.22042 37.79038)
PETTY THEFT,03/26/2025 10:04:00 AM,25-013446,THEFT,30Y,2651 73RD AV,Oakland,CA,POINT (-122.17452 37.7677)
PETTY THEFT,03/21/2025 12:14:00 AM,25-012671,THEFT,34X,8606 BIRCH ST,Oakland,CA,POINT (-122.17157 37.75504)
BURG - RESIDENTIAL,05/18/2025 02:00:00 PM,25-021908,BURGLARY-NO FORCE,15X,741 HILLGIRT CIR,Oakland,CA,POINT (-122.24257 37.80735)
STOLEN VEHICLE,05/04/2025 08:00:00 PM,25-019924,VEHICLE THEFT - AUTO,24X,2401 HIGH ST,Oakland,CA,POINT (-122.20574 37.78085)
BURG - AUTO,04/12/2025 01:36:00 PM,25-903413,BURGLARY-AUTO,12X,390 40TH ST,Oakland,CA,POINT (-122.25894 37.82872)
PETTY THEFT,04/25/2025 09:30:00 PM,25-018583,THEFT,07X,3010 ADELINE ST,Oakland,CA,POINT (-122.2811 37.82229)
VANDALISM,05/07/2025 11:37:00 AM,25-020300,VANDALISM:DAMAGE PROPERTY,04X,1931 BROADWAY,Oakland,CA,POINT (-122.26876 37.8082)
BURG - RESIDENTIAL,05/23/2025 08:54:00 PM,25-022641,ATTEMPTED BURGLARY,12X,4211 SHAFTER AV,Oakland,CA,POINT (-122.25897 37.83133)
ROBBERY,05/27/2025 10:01:00 PM,25-023205,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",05X,1919 MARKET ST,Oakland,CA,POINT (-122.28007 37.81225)
NARCOTICS,05/28/2025 06:08:00 PM,25-023335,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,19X,400 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.25454 37.79638)
,05/06/2025 05:27:00 PM,25-906355,BURGLARY-AUTO,01X,215 WASHINGTON ST,Oakland,CA,POINT (-122.27738 37.79684)
,05/28/2025 06:30:00 AM,25-906926,GRAND THEFT,,610 BRUSH ST,Oakland,CA,POINT (-122.28164 37.80177)
,03/29/2025 10:30:00 AM,25-905607,GRAND THEFT,,SKYLINE BOULEVARD,Oakland,CA,
ROBBERY,03/19/2025 06:00:00 PM,25-012450,CARJACKING WITH FIREARM,31Y,555 98TH AVE,Oakland,CA,POINT (-122.18368 37.73573)
MISDEMEANOR ASSAULT,05/18/2025 03:15:00 PM,25-021841,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,19X,1200 LAKESHORE AV,Oakland,CA,POINT (-122.25847 37.7991)
NARCOTICS,03/19/2025 06:40:00 PM,25-012456,CARRY CONCEALED DIRK OR DAGGER,32X,10200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16829 37.7414)
STOLEN VEHICLE,05/03/2025 02:20:00 PM,25-019576,POSS STOLEN VEH/VES/ETC,34X,8700 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.1757 37.7515)
MISDEMEANOR ASSAULT,05/06/2025 10:43:00 AM,25-020510,BATTERY,34X,9304 SUNNYSIDE ST,Oakland,CA,POINT (-122.16547 37.75133)
PETTY THEFT,04/13/2025 02:43:00 PM,25-016464,ATTEMPT THEFT,22X,3426 FRUITVALE AV,Oakland,CA,POINT (-122.2159 37.79931)
STOLEN VEHICLE,04/26/2025 08:00:00 PM,25-018630,VEHICLE THEFT - AUTO,31Z,551 105TH AV,Oakland,CA,POINT (-122.17916 37.73212)
,03/17/2025 07:50:00 PM,25-905422,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,POINT (-122.274444 37.794261)
MISDEMEANOR ASSAULT,04/08/2025 09:45:00 PM,25-015719,BATTERY,19X,1324 E 15TH ST,Oakland,CA,POINT (-122.24597 37.79025)
ROBBERY,04/05/2025 06:30:00 PM,25-015198,FIREARM AT PUBLIC SCHOOL,02X,749 ADELINE ST,Oakland,CA,POINT (-122.28831 37.80457)
MISDEMEANOR ASSAULT,05/19/2025 01:46:00 PM,25-022010,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,06X,880 36TH ST,Oakland,CA,POINT (-122.27441 37.82612)
PETTY THEFT,05/16/2025 06:00:00 AM,25-021553,THEFT,25X,3699 MAYBELLE AV,Oakland,CA,POINT (-122.1942 37.78956)
,03/21/2025 11:00:00 AM,25-905558,GRAND THEFT,12X,4201 WEBSTER ST,Oakland,CA,POINT (-122.26012 37.83114)
FELONY ASSAULT,04/25/2025 05:46:00 PM,25-018428,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,4214 BANCROFT AV,Oakland,CA,POINT (-122.21452 37.77395)
MISDEMEANOR ASSAULT,04/19/2025 02:26:00 AM,25-017317,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,34X,9615 OLIVE ST,Oakland,CA,POINT (-122.16478 37.74847)
NARCOTICS,05/30/2025 04:13:00 PM,25-023690,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,99X,FOOTHILL BLVD & A ST,Oakland,CA,
MISDEMEANOR ASSAULT,03/21/2025 11:30:00 AM,25-012742,THREAT CRIME:INT:TERRORIZE,03X,344 13TH ST,Oakland,CA,POINT (-122.2687 37.80249)
VANDALISM,03/31/2025 03:30:00 AM,25-903014,VANDALISM,13Z,7148 HOMEWOOD DR,Oakland,CA,POINT (-122.19604 37.83732)
BURG - RESIDENTIAL,04/25/2025 01:00:00 PM,25-018398,SC BURGLARY - FORCE,04X,601 WILLIAM ST,Oakland,CA,POINT (-122.27201 37.80932)
ROBBERY,04/23/2025 06:25:00 AM,25-018040,ROBBERY-FIREARM,27X,4509 FOOTHILL BLVD,Oakland,CA,POINT (-122.21058 37.77411)
BURG - AUTO,04/05/2025 03:35:00 PM,25-903192,BURGLARY-AUTO,15X,1023 MACARTHUR BLVD,Oakland,CA,POINT (-122.23664 37.80511)
OTHER SEX OFFENSES,06/11/2025 02:30:00 AM,25-025502,SEXUAL BATTERY,14Y,541 CHETWOOD ST,Oakland,CA,POINT (-122.24968 37.81743)
,04/12/2025 05:55:00 PM,25-905919,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,441 MCAULEY ST,Oakland,CA,POINT (-122.25798 37.8459)
BURG - AUTO,05/17/2025 04:00:00 PM,25-021710,BURGLARY-AUTO,03X,WEBSTER ST & 12TH ST,Oakland,CA,POINT (-122.26965 37.802)
NARCOTICS,04/26/2025 01:36:00 AM,25-018473,CARRY CONCEALED WEAPON ON PERSON,30X,1400 70TH AV,Oakland,CA,POINT (-122.18944 37.76047)
BURG - AUTO,05/11/2025 08:50:00 PM,25-905151,BURGLARY-AUTO,12Y,5361 COLLEGE AV,Oakland,CA,POINT (-122.25132 37.83942)
BURG - AUTO,03/22/2025 01:25:00 PM,25-012856,BURGLARY-AUTO,21Y,3238 LAUREL AV,Oakland,CA,POINT (-122.20713 37.7932)
VANDALISM,04/22/2025 12:42:00 AM,25-017985,VANDALISM-$400,07X,2230 CHESTNUT ST,Oakland,CA,POINT (-122.28271 37.81573)
,06/09/2025 03:30:00 PM,25-025752,BATTERY,21Y,2117 FRUITVALE AVE.,Oakland,CA,POINT (-122.22238 37.78465)
ROBBERY,04/11/2025 08:50:00 AM,25-016107,VANDALISM,14Y,496 LAKE PARK AV,Oakland,CA,POINT (-122.24701 37.81067)
NARCOTICS,04/20/2025 02:37:00 AM,25-017457,POSSESS NARCOTIC CONTROLLED SUBSTANCE,30X,8135 BANCROFT AV,Oakland,CA,POINT (-122.17088 37.7601)
,05/04/2025 11:00:00 AM,25-905841,BURGLARY-NO FORCE,13Y,6300 FAIRLANE DRIVE,Oakland,CA,POINT (-122.21741 37.84623)
PETTY THEFT,04/17/2025 12:00:00 AM,25-017203,THEFT,30Y,7806 CREST AV,Oakland,CA,POINT (-122.1621 37.7696)
FELONY ASSAULT,05/15/2025 09:43:00 PM,25-021471,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,30X,6700 FLORA ST,Oakland,CA,POINT (-122.18964 37.76311)
,04/15/2025 01:16:00 PM,25-904524,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,,519 18TH ST,Oakland,CA,POINT (-122.27134 37.80783)
BURG - AUTO,04/03/2025 08:11:00 AM,25-014838,ATTEMPTED BURGLARY-AUTO,31X,285 HEGENBERGER RD,Oakland,CA,POINT (-122.19881 37.73339)
STOLEN VEHICLE,05/10/2025 09:00:00 PM,25-020819,VEHICLE THEFT - AUTO,30X,8100 OLIVE ST,Oakland,CA,POINT (-122.17263 37.75979)
BURG - RESIDENTIAL,04/29/2025 07:00:00 AM,25-019037,BURGLARY-FORCIBLE ENTRY,30X,1957 81ST AV,Oakland,CA,POINT (-122.17329 37.75964)
MISDEMEANOR ASSAULT,06/02/2025 07:41:00 PM,25-024161,ASSAULT,18Y,2166 E 27TH ST,Oakland,CA,POINT (-122.22859 37.79398)
GRAND THEFT,05/11/2025 09:54:00 PM,25-020941,GRAND THEFT,17Y,2247 8TH AV,Oakland,CA,POINT (-122.24318 37.79936)
,04/09/2025 04:00:00 PM,25-905843,VANDALISM,08X,2353 WEBSTER ST,Oakland,CA,POINT (-122.26502 37.8129)
MISDEMEANOR ASSAULT,05/01/2025 03:20:00 PM,25-019282,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,23X,3411 E 12TH ST,Oakland,CA,POINT (-122.2236 37.77583)
STOLEN VEHICLE,03/19/2025 07:58:00 AM,25-012377,VEHICLE THEFT - AUTO,25Y,515 CANYON OAKS DR,Oakland,CA,POINT (-122.14693 37.77318)
BURG - AUTO,04/04/2025 07:35:00 PM,25-905710,BURGLARY-AUTO,14X,252 EUCLID AV,Oakland,CA,POINT (-122.25354 37.81559)
STOLEN VEHICLE,06/08/2025 06:30:00 PM,25-025126,VEHICLE THEFT - AUTO,30X,8025 OLIVE ST,Oakland,CA,POINT (-122.173 37.76026)
VANDALISM,03/21/2025 09:05:00 AM,25-902501,VANDALISM,21X,2706 26TH AV,Oakland,CA,POINT (-122.22218 37.79156)
OTHER SEX OFFENSES,05/20/2025 10:00:00 AM,25-022128,FEL-SEX OFFENDER FAIL UPDATE ANNUAL REG,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
BURG - AUTO,05/12/2025 04:04:00 AM,25-021333,BURGLARY-AUTO,35Y,14 CHIMNEY ROCK,Oakland,CA,POINT (-122.12969 37.76887)
PETTY THEFT,03/21/2025 12:45:00 PM,25-902458,THEFT,13Z,2081 MOUNTAIN BLVD,Oakland,CA,POINT (-122.20947 37.82582)
MISDEMEANOR ASSAULT,04/16/2025 07:06:00 PM,25-016965,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,05X,850 22ND ST,Oakland,CA,POINT (-122.27756 37.81332)
BURG - COMMERCIAL,03/23/2025 08:00:00 PM,25-013089,BURGLARY-FORCIBLE ENTRY,15X,290 E 18TH ST,Oakland,CA,POINT (-122.25195 37.7997)
THREATS,05/01/2025 02:14:00 AM,25-019308,PREVENT/DISSUADE VICTIM/WITNESS,26Y,1125 65TH AV,Oakland,CA,POINT (-122.1978 37.76069)
DOMESTIC VIOLENCE,04/27/2025 12:50:00 AM,25-018599,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1107 MAGNOLIA ST,Oakland,CA,POINT (-122.28797 37.80772)
PETTY THEFT,05/14/2025 11:00:00 PM,25-021376,THEFT,10Y,895 57TH ST,Oakland,CA,POINT (-122.27406 37.84162)
RECOVERED VEHICLE - OAKLAND STOLEN,04/20/2025 08:43:00 AM,25-017482,VEHICLE THEFT - AUTO,22X,3633 FRUITVALE AV,Oakland,CA,POINT (-122.21537 37.80233)
,05/13/2025 11:00:00 AM,25-904960,BURGLARY-AUTO,13Y,7087 SKYLINE BOULEVARD,Oakland,CA,POINT (-122.19526 37.84306)
STOLEN VEHICLE,05/28/2025 10:40:00 PM,25-023515,TRESPASS:OCCUPY PROPERTY W/O CONSENT,31Y,9821 KITTY LN,Oakland,CA,POINT (-122.19642 37.72662)
,05/26/2025 11:45:00 AM,25-906825,BURGLARY-AUTO,08X,2330 WEBSTER ST,Oakland,CA,POINT (-122.26449 37.81281)
PETTY THEFT,05/31/2025 12:00:00 PM,25-025320,THEFT,31Y,627 TYLER ST,Oakland,CA,POINT (-122.18517 37.73744)
RECOVERED O/S STOLEN,03/29/2025 03:00:00 PM,25-014016,VEHICLE THEFT - AUTO,17X,700 E 17TH ST,Oakland,CA,POINT (-122.24931 37.79614)
BURG - COMMERCIAL,05/05/2025 04:20:00 AM,25-019831,BURGLARY-FORCIBLE ENTRY,04X,1601 SAN PABLO AV,Oakland,CA,POINT (-122.27205 37.80677)
WEAPONS,06/06/2025 11:31:00 AM,25-024681,EXHIBIT FIREARM,11X,5350 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.26926 37.83873)
PETTY THEFT,04/08/2025 02:00:00 AM,25-015813,THEFT,08X,550 33RD ST,Oakland,CA,POINT (-122.26807 37.82231)
STOLEN VEHICLE,05/13/2025 10:11:00 AM,25-019678,VEHICLE THEFT - AUTO,03X,300 BLOCK OF 6TH ST,Oakland,CA,POINT (-122.27122 37.79748)
STOLEN VEHICLE,05/12/2025 05:30:00 PM,25-021026,VEHICLE THEFT - AUTO,19X,1801 EMBARCADERO,Oakland,CA,POINT (-122.24418 37.78424)
BURG - OTHER,03/31/2025 10:41:00 AM,25-014212,GET CREDIT/ETC OTHER'S ID,23X,3820 SAN LEANDRO ST,Oakland,CA,POINT (-122.22085 37.7724)
MISDEMEANOR ASSAULT,05/26/2025 12:30:00 AM,25-022931,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,1600 BROADWAY,Oakland,CA,POINT (-122.27006 37.80614)
THREATS,06/03/2025 09:10:00 AM,25-024255,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,08X,2900 BROADWAY,Oakland,CA,POINT (-122.26178 37.81758)
RECOVERED O/S STOLEN,05/04/2025 08:36:00 AM,25-019656,VEHICLE THEFT - AUTO,77X,4200 JENSEN ST,Oakland,CA,
BURG - RESIDENTIAL,03/26/2025 12:40:00 PM,25-013481,ATTEMPTED BURGLARY,22X,2612 MONTANA ST,Oakland,CA,POINT (-122.21306 37.79771)
STOLEN VEHICLE,04/14/2025 07:30:00 PM,25-016772,VEHICLE THEFT - AUTO,32Y,10920 SUNNYSIDE ST,Oakland,CA,POINT (-122.15712 37.73869)
,06/12/2025 02:26:00 PM,25-025592,BATTERY,23X,3511 E 12TH ST,Oakland,CA,POINT (-122.22246 37.77512)
STOLEN VEHICLE,04/07/2025 05:03:00 PM,25-015617,VEHICLE THEFT - AUTO,20X,2744 E 11TH ST,Oakland,CA,POINT (-122.23293 37.77812)
DUI,03/30/2025 02:00:00 AM,25-014033,DUI ALCOHOL/DRUGS,15X,2200 LAKESHORE AV,Oakland,CA,POINT (-122.25048 37.80538)
,05/21/2025 10:30:00 PM,25-906779,VANDALISM,12X,480 42ND ST,Oakland,CA,POINT (-122.26283 37.83088)
GRAND THEFT,04/25/2025 11:30:00 AM,25-903769,GRAND THEFT,05X,1007 16TH ST,Oakland,CA,POINT (-122.28264 37.81037)
KIDNAPPING,05/08/2025 01:00:00 PM,25-020301,SC KIDNAPPING,77X,UNK,Oakland,CA,
DOMESTIC VIOLENCE,05/30/2025 01:35:00 AM,25-023616,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,33X,8500 A ST,Oakland,CA,POINT (-122.17895 37.75246)
PETTY THEFT,04/22/2025 12:00:00 AM,25-018066,THEFT,08X,2255 TELEGRAPH AV,Oakland,CA,POINT (-122.26923 37.81225)
ROBBERY,04/07/2025 07:00:00 AM,25-015405,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,1811 27TH AV,Oakland,CA,POINT (-122.22824 37.78417)
MISDEMEANOR ASSAULT,04/27/2025 11:17:00 PM,25-018722,BATTERY,26X,4493 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21319 37.77147)
,04/01/2025 09:35:00 AM,25-905248,GRAND THEFT,24X,4280 FOOTHILL BOULEVARD,Oakland,CA,POINT (-122.21199 37.77503)
NARCOTICS,04/10/2025 03:27:00 PM,25-015996,CARRY CONCEALED WEAPON ON PERSON,10X,5920 SAN PABLO AV,Oakland,CA,POINT (-122.28304 37.84274)
PETTY THEFT,04/15/2025 12:00:00 PM,25-018855,THEFT,14X,170 PERKINS ST,Oakland,CA,POINT (-122.25648 37.81573)
,04/21/2025 08:12:00 AM,25-906143,VANDALISM,,2660 EAST 16TH ST,Oakland,CA,POINT (-122.23004 37.78244)
FELONY ASSAULT,04/05/2025 10:20:00 PM,25-015221,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,31Y,711 LOUISIANA ST,Oakland,CA,POINT (-122.18597 37.74017)
STOLEN VEHICLE,05/29/2025 06:00:00 PM,25-023637,VEHICLE THEFT - AUTO,05X,16TH ST & WEST ST,Oakland,CA,POINT (-122.27864 37.80895)
STOLEN VEHICLE,05/18/2025 08:00:00 PM,25-021867,VEHICLE THEFT - AUTO,19X,600 E 10TH ST,Oakland,CA,POINT (-122.25572 37.79288)
BURG - COMMERCIAL,04/19/2025 11:12:00 AM,25-017360,BURGLARY-FORCIBLE ENTRY,14Y,3304 GRAND AV,Oakland,CA,POINT (-122.24685 37.81258)
CHILD ABUSE,04/02/2025 02:56:00 PM,25-014729,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,30Y,7314 HILLSIDE ST,Oakland,CA,POINT (-122.17319 37.76806)
BURG - RESIDENTIAL,05/09/2025 07:00:00 AM,25-020827,BURGLARY-NO FORCE,05X,2127 FILBERT ST,Oakland,CA,POINT (-122.28097 37.81429)
VANDALISM,04/14/2025 12:00:00 AM,25-022073,VANDALISM,08X,540 39TH ST,Oakland,CA,POINT (-122.26579 37.82898)
THREATS,03/27/2025 05:30:00 PM,25-013889,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,27Y,5805 HARMON AV,Oakland,CA,POINT (-122.19586 37.76878)
DISORDERLY CONDUCT,03/27/2025 07:34:00 PM,25-013702,DISTURB THE PEACE,03X,800 BROADWAY,Oakland,CA,POINT (-122.27368 37.80032)
STOLEN VEHICLE,04/20/2025 10:00:00 PM,25-017598,VEHICLE THEFT - AUTO,21X,2300 FOOTHILL BLVD,Oakland,CA,POINT (-122.23385 37.78507)
BURG - AUTO,05/27/2025 01:15:00 PM,25-023146,BURGLARY-AUTO,03X,1000 FALLON ST,Oakland,CA,POINT (-122.26341 37.79785)
MISDEMEANOR ASSAULT,03/22/2025 01:30:00 AM,25-012796,BATTERY,23X,3271 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.2248 37.7771)
OTHER,04/07/2025 10:00:00 PM,25-015674,CONTEMPT OF COURT:DISOBEY COURT ORDER/PROCESS (AMENDED),09X,55 MACARTHUR BLVD,Oakland,CA,POINT (-122.25467 37.82109)
DOMESTIC VIOLENCE,05/17/2025 01:52:00 PM,25-021700,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,05X,2201 BRUSH ST,Oakland,CA,POINT (-122.27501 37.81247)
,05/10/2025 06:30:00 PM,25-905894,BURGLARY-NO FORCE,29X,2941 68TH AVE,Oakland,CA,POINT (-122.17703 37.77048)
VANDALISM,04/04/2025 08:00:00 PM,25-015338,THEFT,04X,500 WILLIAM ST,Oakland,CA,POINT (-122.27043 37.80907)
GRAND THEFT,05/10/2025 05:54:00 AM,25-020538,ATTEMPTED GRAND THEFT,35Y,9777 GOLF LINKS RD,Oakland,CA,POINT (-122.15015 37.75339)
STOLEN VEHICLE,05/09/2025 03:00:00 PM,25-020560,VEHICLE THEFT - AUTO,77X,260 BROOKLYN BASIN WY,Oakland,CA,POINT (-122.25812 37.78857)
STOLEN VEHICLE,05/10/2025 05:00:00 PM,25-021401,VEHICLE THEFT - AUTO,24X,2043 39TH AV,Oakland,CA,POINT (-122.21376 37.77995)
OTHER,06/11/2025 11:00:00 PM,25-025520,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,04X,151 LAKESIDE DR,Oakland,CA,POINT (-122.26214 37.80504)
,06/03/2025 04:50:00 AM,25-907496,BURGLARY-NO FORCE,31Y,646 HEGENBERGER ROAD,Oakland,CA,POINT (-122.19569 37.74745)
STOLEN VEHICLE,06/04/2025 08:40:00 PM,25-024509,VEHICLE THEFT - AUTO,27X,4610 FOOTHILL BLVD,Oakland,CA,POINT (-122.20958 37.77364)
GRAND THEFT,03/30/2025 09:50:00 AM,25-902952,GRAND THEFT,14X,453 VAN BUREN AV,Oakland,CA,POINT (-122.25221 37.81063)
PETTY THEFT,04/11/2025 12:00:00 AM,25-017782,THEFT,14X,201 PERKINS ST,Oakland,CA,POINT (-122.25584 37.81516)
STOLEN VEHICLE,04/10/2025 11:00:00 PM,25-016149,VEHICLE THEFT - AUTO,02X,1010 8TH ST,Oakland,CA,POINT (-122.28505 37.8042)
,05/08/2025 12:45:00 AM,25-904851,BURGLARY-AUTO,,201 WASHINGTON,Oakland,CA,POINT (-122.2775 37.79665)
GRAND THEFT,05/14/2025 12:00:00 PM,25-021819,GRAND THEFT:PROPERTY (AMENDED),35Y,4704 SCOTIA AV,Oakland,CA,POINT (-122.12595 37.75475)
NARCOTICS,04/07/2025 12:00:00 AM,25-015374,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,30X,8000 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18122 37.75639)
DOMESTIC VIOLENCE,03/28/2025 08:00:00 PM,25-013909,CRUELTY TO ELDER/DEPENDENT ADULT,20X,3020 E 15TH ST,Oakland,CA,POINT (-122.22714 37.77983)
