CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,04/16/2025 01:45:00 PM,25-906064,BURGLARY-AUTO,,6310 COLLEGE AVE,Oakland,CA,POINT (-122.25207 37.85044)
DISORDERLY CONDUCT,06/08/2025 01:30:00 AM,25-024882,DISORDERLY CONDUCT - ALCOHOL,18Y,1801 E 21ST ST,Oakland,CA,POINT (-122.23717 37.79203)
PETTY THEFT,04/22/2025 08:55:00 AM,25-903627,THEFT,18Y,3112 14TH AV,Oakland,CA,POINT (-122.22868 37.79929)
BURG - AUTO,04/23/2025 06:30:00 PM,25-903712,BURGLARY-AUTO,04X,1721 WEBSTER ST,Oakland,CA,POINT (-122.26712 37.80606)
WEAPONS,05/20/2025 04:30:00 PM,25-022180,HAVE FIREARM AT PUBLIC/ETC SCHOOL,10X,6334 SAN PABLO AV,Oakland,CA,POINT (-122.28489 37.84678)
OTHER,04/01/2025 12:34:00 PM,25-014601,STALKING-MISD,04X,250 FRANK H OGAWA PLZ,Oakland,CA,POINT (-122.2719 37.80583)
ROBBERY,03/25/2025 05:16:00 AM,25-013242,BATTERY,26X,600 50TH AV,Oakland,CA,POINT (-122.21468 37.76238)
STOLEN VEHICLE,04/27/2025 09:30:00 PM,25-018757,VEHICLE THEFT - AUTO,03Y,1260 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27657 37.80522)
NARCOTICS,05/20/2025 08:00:00 AM,25-022100,VEHICLE THEFT - AUTO,33X,8300 E ST,Oakland,CA,
,03/31/2025 03:04:00 AM,25-905345,VANDALISM,12Y,5110 TELEGRAPH AVE,Oakland,CA,POINT (-122.26231 37.83747)
BURG - COMMERCIAL,03/20/2025 04:21:00 AM,25-012495,BURGLARY-FORCIBLE ENTRY,22X,3542 FRUITVALE AV,Oakland,CA,POINT (-122.21572 37.80094)
OTHER,05/23/2025 11:00:00 AM,25-022892,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,02Y,1489 8TH ST,Oakland,CA,POINT (-122.29542 37.80655)
VANDALISM,05/17/2025 10:34:00 AM,25-021671,VANDALISM,07X,2245 LINDEN ST,Oakland,CA,POINT (-122.28164 37.81555)
,04/17/2025 07:00:00 PM,25-906088,MAIL/ETC THEFT/ETC,17Y,2807 VALLECITO PLACE,Oakland,CA,POINT (-122.23311 37.79826)
,05/11/2025 04:45:00 PM,25-906535,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,31Y,9829 EMPIRE ROAD,Oakland,CA,POINT (-122.19119 37.72981)
,05/24/2025 09:15:00 PM,25-907080,BURGLARY-AUTO,12X,485 48TH ST,Oakland,CA,POINT (-122.26211 37.83459)
MISDEMEANOR ASSAULT,05/04/2025 08:00:00 PM,25-019734,BATTERY,19X,661 E 12TH ST,Oakland,CA,POINT (-122.25332 37.79376)
MISDEMEANOR ASSAULT,04/17/2025 05:15:00 PM,25-017091,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,30X,1739 82ND AV,Oakland,CA,POINT (-122.17477 37.75795)
NARCOTICS,03/21/2025 09:30:00 AM,25-012674,POSSESS NARCOTIC CONTROLLED SUBSTANCE,09X,W MACARTHUR BLVD & BROADWAY,Oakland,CA,POINT (-122.25868 37.82437)
BURG - AUTO,05/13/2025 09:00:00 AM,25-021075,BURGLARY-AUTO,77X,500 WEBSTER ST,Oakland,CA,POINT (-122.27287 37.79683)
NARCOTICS,04/24/2025 09:30:00 AM,25-018210,MAINTAIN NUISANCE AFTER NOTICE,29X,5864 FOOTHILL BLVD,Oakland,CA,POINT (-122.19063 37.77159)
STOLEN VEHICLE,03/30/2025 07:00:00 PM,25-014319,VEHICLE THEFT - AUTO,24X,4101 BROOKDALE AV,Oakland,CA,POINT (-122.20511 37.78336)
PETTY THEFT,05/16/2025 08:49:00 AM,25-021528,THEFT,27X,4824 BANCROFT AV,Oakland,CA,POINT (-122.2076 37.77177)
,05/15/2025 11:05:00 AM,25-906670,GRAND THEFT,19X,2000 EMBARCADERO COVE,Oakland,CA,POINT (-122.24289 37.78179)
MISDEMEANOR ASSAULT,05/11/2025 10:30:00 PM,25-020886,THEFT,20X,2520 E 12TH ST,Oakland,CA,POINT (-122.2343 37.78152)
HOMICIDE,05/04/2025 11:00:00 PM,25-019886,SC UNEXPLAINED DEATH,29X,2900 SEMINARY AV,Oakland,CA,POINT (-122.18729 37.77376)
STOLEN VEHICLE,05/28/2025 05:00:00 PM,25-023821,VEHICLE THEFT - AUTO,77X,412 FAIRMONT AVE,Oakland,CA,POINT (-122.2561 37.81931)
DOMESTIC VIOLENCE,06/05/2025 05:30:00 PM,25-024603,ADW WITH FORCE: POSSIBLE GBI,01X,20 4TH ST,Oakland,CA,POINT (-122.26448 37.7935)
FELONY ASSAULT,03/26/2025 07:05:00 AM,25-013425,BATTERY W/SERIOUS BODILY INJURY,32Y,10750 MACARTHUR BLVD,Oakland,CA,POINT (-122.15094 37.74193)
BURG - AUTO,04/05/2025 08:00:00 PM,25-905717,BURGLARY-AUTO,20X,3000 E 19TH ST,Oakland,CA,POINT (-122.22452 37.78325)
RECOVERED VEHICLE - OAKLAND STOLEN,04/01/2025 07:30:00 PM,25-014661,VEHICLE THEFT - AUTO,07X,929 28TH ST,Oakland,CA,POINT (-122.27756 37.81921)
FORGERY & COUNTERFEITING,04/08/2025 10:25:00 AM,25-903290,FORGERY,23X,1530 34TH AV,Oakland,CA,POINT (-122.22222 37.77836)
VANDALISM,04/13/2025 01:45:00 PM,25-016457,VANDALISM-$400+,35X,2238 90TH AV,Oakland,CA,POINT (-122.16489 37.75398)
STOLEN VEHICLE,04/06/2025 07:50:00 AM,25-015282,VEHICLE THEFT - AUTO,23X,3950 ALAMEDA AV,Oakland,CA,POINT (-122.22379 37.76815)
,03/27/2025 08:02:00 AM,25-905544,THEFT,09X,175 41ST ST,Oakland,CA,POINT (-122.253 37.82683)
STOLEN VEHICLE,05/30/2025 04:00:00 PM,25-023803,VEHICLE THEFT - AUTO,27Y,1510 48TH AV,Oakland,CA,POINT (-122.2087 37.77133)
FELONY ASSAULT,05/05/2025 08:55:00 AM,25-019844,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,23X,3511 E 12TH ST,Oakland,CA,POINT (-122.22246 37.77512)
OTHER SEX OFFENSES,05/06/2025 12:41:00 PM,25-020033,POSSESS/ETC OBSCENE MATTER:MINOR IN SEXUAL ACTS,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
MISDEMEANOR ASSAULT,04/06/2025 06:30:00 AM,25-015256,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,06X,3322 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27012 37.82302)
ROBBERY,04/24/2025 07:50:00 PM,25-018299,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31X,10601 RUSSET ST,Oakland,CA,POINT (-122.17435 37.73459)
,06/08/2025 09:00:00 PM,25-907202,BURGLARY-AUTO,,OAK GROVE AVE,Oakland,CA,
PETTY THEFT,03/21/2025 04:30:00 PM,25-013335,THEFT,30Y,2651 73RD AV,Oakland,CA,POINT (-122.17452 37.7677)
BURG - AUTO,05/10/2025 03:50:00 PM,25-020597,BURGLARY-AUTO,12X,47TH ST & SHATTUCK AV,Oakland,CA,POINT (-122.26374 37.83444)
CURFEW & LOITERING,04/28/2025 01:53:00 PM,25-018813,TRESPASS:OCCUPY PROPERTY W/O CONSENT,31X,460 ROLAND WY,Oakland,CA,POINT (-122.2018 37.74226)
HOMICIDE,03/24/2025 07:54:00 AM,25-013096,SC UNEXPLAINED DEATH,23X,4055 FOOTHILL BLVD,Oakland,CA,POINT (-122.21439 37.77696)
BURG - AUTO,04/28/2025 05:30:00 PM,25-903755,BURGLARY-AUTO,27Y,5626 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.20201 37.7663)
,05/27/2025 08:30:00 PM,25-907032,BURGLARY-AUTO,12Y,5540 COLLEGE AVE,Oakland,CA,POINT (-122.25163 37.84301)
STOLEN VEHICLE,05/14/2025 12:30:00 PM,25-022151,VEHICLE THEFT - AUTO,19X,12TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.24802 37.7906)
FRAUD,03/24/2025 06:15:00 PM,25-902681,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,20X,2875 GLASCOCK ST,Oakland,CA,POINT (-122.23488 37.77257)
STOLEN VEHICLE,05/07/2025 12:00:00 PM,25-020484,VEHICLE THEFT - AUTO,77X,6793 SKYVIEW DR,Oakland,CA,POINT (-122.16117 37.77934)
STOLEN VEHICLE,04/06/2025 05:00:00 PM,25-015472,VEHICLE THEFT - AUTO,13Z,1740 ARROWHEAD DR,Oakland,CA,POINT (-122.19561 37.83887)
DUI,03/21/2025 12:52:00 AM,25-012622,DUI ALCOHOL/DRUGS,26Y,73RD AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18708 37.75921)
GRAND THEFT,04/04/2025 10:42:00 AM,25-015002,RECEIVE/ETC KNOWN STOLEN PROPERTY,26X,4301 SAN LEANDRO ST,Oakland,CA,POINT (-122.21705 37.77026)
FELONY ASSAULT,04/08/2025 03:42:00 AM,25-015576,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,19X,1100 2ND AV,Oakland,CA,POINT (-122.25814 37.79667)
GRAND THEFT,04/12/2025 06:36:00 PM,25-015189,GRAND THEFT,23X,4000 ALAMEDA AV,Oakland,CA,POINT (-122.22341 37.76931)
DUI,03/30/2025 02:49:00 AM,25-014034,DUI ALCOHOL/DRUGS,23X,3809 FOOTHILL BLVD,Oakland,CA,POINT (-122.21645 37.7788)
STOLEN VEHICLE,04/12/2025 05:31:00 PM,25-017543,ATTEMPT VEHICLE THEFT-AUTO,19X,2400 EMBARCADERO,Oakland,CA,POINT (-122.2408 37.77624)
STOLEN VEHICLE,06/09/2025 09:40:00 PM,25-025245,VEHICLE THEFT - AUTO,27X,5118 CONGRESS AV,Oakland,CA,POINT (-122.20188 37.7744)
ROBBERY,05/31/2025 11:30:00 PM,25-023901,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,17Y,3100 11TH AV,Oakland,CA,POINT (-122.23528 37.80076)
DISORDERLY CONDUCT,05/11/2025 10:27:00 AM,25-020793,DISTURB THE PEACE,34X,1711 92ND AV,Oakland,CA,POINT (-122.17022 37.75036)
,03/27/2025 07:00:00 PM,25-904060,GRAND THEFT,15X,367 NEWTON AVE,Oakland,CA,POINT (-122.2489 37.80271)
,05/01/2025 10:35:00 PM,25-904448,BURGLARY-AUTO,14X,296 JAYNE AVE,Oakland,CA,POINT (-122.25579 37.81339)
,04/14/2025 11:30:00 AM,25-904131,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,4107 LAKESHORE AVE,Oakland,CA,POINT (-122.23482 37.81604)
,04/19/2025 11:00:00 AM,25-906115,BURGLARY-AUTO,,1445 LAKESIDE DR,Oakland,CA,POINT (-122.26233 37.80189)
,05/14/2025 02:35:00 PM,25-905820,BURGLARY-NO FORCE,01X,440 FRANKLIN ST,Oakland,CA,POINT (-122.27396 37.79746)
STOLEN VEHICLE,04/26/2025 02:30:00 AM,25-019856,VEHICLE THEFT - AUTO,01X,49 4TH ST,Oakland,CA,POINT (-122.26521 37.79394)
FORCIBLE RAPE,06/01/2025 12:00:00 AM,25-024025,SC RAPE,01X,444 EMBARCADERO WEST,Oakland,CA,POINT (-122.27603 37.79535)
,06/05/2025 03:30:00 AM,25-907258,BURGLARY-NO FORCE,29X,6018 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.18269 37.77575)
NARCOTICS,04/08/2025 07:50:00 AM,25-015606,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,35Y,7927 MOUNTAIN BLVD,Oakland,CA,POINT (-122.15568 37.77193)
,04/22/2025 04:45:00 PM,25-906182,BURGLARY-AUTO,15X,451 HANOVER AVE,Oakland,CA,POINT (-122.24807 37.80377)
VANDALISM,04/11/2025 08:51:00 PM,25-016227,BATTERY,34X,2025 85TH AV,Oakland,CA,POINT (-122.16995 37.7571)
FELONY ASSAULT,03/23/2025 12:08:00 AM,25-012925,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,24Y,2641 HUMBOLDT AV,Oakland,CA,POINT (-122.21006 37.79027)
KIDNAPPING,04/25/2025 05:00:00 AM,25-018319,BATTERY,24Y,3547 SUTER ST,Oakland,CA,POINT (-122.20373 37.79074)
HOMICIDE,04/09/2025 07:11:00 PM,25-015866,ATTEMPTED MURDER-KNIFE,18X,1900 COMMERCE WY,Oakland,CA,POINT (-122.23797 37.78919)
DOMESTIC VIOLENCE,03/31/2025 11:30:00 AM,25-014215,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,17X,421 E 18TH ST,Oakland,CA,POINT (-122.25049 37.79869)
BURG - COMMERCIAL,05/19/2025 02:10:00 AM,25-021919,VANDALISM,07X,898 W GRAND AV,Oakland,CA,POINT (-122.27815 37.81468)
BURG - AUTO,05/30/2025 03:44:00 AM,25-023621,GRAND THEFT,31Y,440 BURLWOOD AV,Oakland,CA,POINT (-122.18589 37.73518)
MISDEMEANOR ASSAULT,04/29/2025 07:50:00 PM,25-019007,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE W/PR,34X,9506 OLIVE ST,Oakland,CA,POINT (-122.16546 37.74937)
FELONY ASSAULT,05/24/2025 02:20:00 AM,25-022669,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,07X,24TH ST & LINDEN ST,Oakland,CA,POINT (-122.28127 37.81669)
STOLEN VEHICLE,05/24/2025 07:00:00 PM,25-022990,VEHICLE THEFT - AUTO,18X,1735 20TH AV,Oakland,CA,POINT (-122.23709 37.78887)
ROBBERY,05/06/2025 06:45:00 AM,25-020007,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",09X,4050 PIEDMONT AV,Oakland,CA,POINT (-122.2528 37.82611)
STOLEN VEHICLE,03/31/2025 12:15:00 PM,25-014214,VEHICLE THEFT - AUTO,77X,1200 PINE ST,Oakland,CA,POINT (-122.30052 37.81219)
THREATS,05/30/2025 09:30:00 AM,25-024386,PUBLIC NUISANCE,04X,1700 BROADWAY,Oakland,CA,POINT (-122.26965 37.80679)
BURG - AUTO,05/02/2025 03:06:00 AM,25-019459,BURGLARY-AUTO,08X,400 25TH ST,Oakland,CA,POINT (-122.26491 37.81409)
WEAPONS,04/13/2025 03:51:00 PM,25-016473,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,8300 A ST,Oakland,CA,POINT (-122.17998 37.75387)
STOLEN VEHICLE,04/27/2025 08:00:00 AM,25-018704,VEHICLE THEFT - AUTO,07X,2850 HANNAH ST,Oakland,CA,POINT (-122.28646 37.82238)
,04/06/2025 05:00:00 PM,25-905705,ATTEMPT VEHICLE THEFT-AUTO,,LEE ST,Oakland,CA,
PETTY THEFT,04/09/2025 12:00:00 PM,25-016073,THEFT,27Y,1400 51ST AV,Oakland,CA,POINT (-122.20779 37.7692)
,05/04/2025 04:00:00 PM,25-906403,VANDALISM,,FOREST,Oakland,CA,
BURG - AUTO,04/18/2025 04:55:00 PM,25-903701,BURGLARY-AUTO,04X,18TH ST & SAN PABLO AV,Oakland,CA,POINT (-122.27237 37.80789)
MISDEMEANOR ASSAULT,04/22/2025 01:20:00 AM,25-017726,BATTERY,34X,1443 83RD AV,Oakland,CA,POINT (-122.17751 37.75563)
,03/26/2025 11:20:00 AM,25-905524,BURGLARY-AUTO,32Y,9800 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.15856 37.74942)
,06/13/2025 11:42:00 PM,25-025788,SC UNEXPLAINED DEATH,20X,1441 28TH AVE,Oakland,CA,POINT (-122.22947 37.78038)
STOLEN VEHICLE,03/19/2025 09:00:00 AM,25-015141,VEHICLE THEFT - AUTO,26X,1227 52ND AV,Oakland,CA,POINT (-122.20866 37.76705)
FELONY ASSAULT,04/27/2025 02:28:00 AM,25-018611,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1950 83RD AV,Oakland,CA,POINT (-122.17232 37.75805)
STOLEN VEHICLE,05/15/2025 12:00:00 PM,25-021963,VEHICLE THEFT - AUTO,03X,100 9TH ST,Oakland,CA,POINT (-122.26542 37.79777)
STOLEN VEHICLE,05/06/2025 09:00:00 AM,25-020001,VEHICLE THEFT - AUTO,27X,2472 RAWSON ST,Oakland,CA,POINT (-122.19879 37.77601)
STOLEN VEHICLE,05/10/2025 09:00:00 PM,25-020831,VEHICLE THEFT - AUTO,28X,4418 WALNUT ST,Oakland,CA,POINT (-122.20205 37.78179)
MISDEMEANOR ASSAULT,04/19/2025 04:30:00 PM,25-017392,BATTERY,03Y,722 WASHINGTON ST,Oakland,CA,POINT (-122.27502 37.80015)
DOMESTIC VIOLENCE,05/19/2025 05:30:00 PM,25-022043,BRANDISHING FIREARM REPLICA,31Y,680 LOUISIANA ST,Oakland,CA,POINT (-122.18647 37.73982)
DISORDERLY CONDUCT,04/19/2025 12:00:00 AM,25-019527,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,14X,460 GRAND AV,Oakland,CA,POINT (-122.25246 37.80864)
STOLEN VEHICLE,05/26/2025 09:00:00 PM,25-023091,VEHICLE THEFT - AUTO,19X,1200 4TH AV,Oakland,CA,POINT (-122.25548 37.79589)
BURG - AUTO,04/24/2025 10:45:00 AM,25-018242,BURGLARY-AUTO,23X,3500 E 16TH ST,Oakland,CA,POINT (-122.22137 37.77832)
GRAND THEFT,05/07/2025 08:40:00 AM,25-020190,GRAND THEFT,28X,2924 MORCOM AV,Oakland,CA,POINT (-122.19151 37.77806)
STOLEN VEHICLE,05/26/2025 08:00:00 PM,25-023139,VEHICLE THEFT - AUTO,22Y,2925 MORGAN AV,Oakland,CA,POINT (-122.20176 37.8021)
VANDALISM,04/11/2025 04:00:00 PM,25-016270,VANDALISM:DAMAGE PROPERTY,23X,3611 E 12TH ST,Oakland,CA,POINT (-122.22215 37.77473)
ROBBERY,03/22/2025 08:02:00 PM,25-012901,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,4108 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21636 37.77357)
DOMESTIC VIOLENCE,04/05/2025 03:51:00 PM,25-015172,BATTERY,24Y,2833 HIGH ST,Oakland,CA,POINT (-122.20199 37.78422)
OTHER,04/30/2025 10:08:00 AM,25-019088,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,300 HAWTHORNE AV,Oakland,CA,POINT (-122.26113 37.82073)
,04/02/2025 10:00:00 AM,25-905766,GRAND THEFT,08X,2800 TELEGRAPH AVE,Oakland,CA,POINT (-122.26734 37.81725)
BURG - COMMERCIAL,03/23/2025 02:00:00 AM,25-902653,BURGLARY-NO FORCE,03X,385 14TH ST,Oakland,CA,POINT (-122.26959 37.80368)
,05/28/2025 12:00:00 AM,25-907538,VANDALISM,20X,2503 E 16TH ST,Oakland,CA,POINT (-122.23201 37.78362)
DISORDERLY CONDUCT,05/02/2025 03:00:00 PM,25-021568,FIGHT/CHALLENGE FIGHT PUBLIC PLACE,01X,5TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27981 37.80002)
MISDEMEANOR ASSAULT,03/17/2025 09:00:00 PM,25-012145,BATTERY W/SERIOUS BODILY INJURY,20X,1746 28TH AV,Oakland,CA,POINT (-122.22675 37.7831)
BURG - AUTO,04/11/2025 11:30:00 AM,25-903354,BURGLARY-AUTO,14X,576 GRAND AV,Oakland,CA,POINT (-122.24985 37.80922)
,04/20/2025 07:30:00 PM,25-904872,BURGLARY-AUTO,02Y,1675 7TH ST,Oakland,CA,POINT (-122.30156 37.80537)
,04/26/2025 05:10:00 PM,25-904242,BURGLARY-AUTO,,3250 LAKESHORE AVENUE,Oakland,CA,POINT (-122.24459 37.80991)
,04/08/2025 01:35:00 PM,25-904507,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,30Y,8005 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.16597 37.76393)
DOMESTIC VIOLENCE,03/27/2025 11:00:00 AM,25-013661,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,29X,2825 62ND AV,Oakland,CA,POINT (-122.18616 37.77143)
ROBBERY,05/13/2025 08:43:00 AM,25-021065,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31X,449 HEGENBERGER RD,Oakland,CA,POINT (-122.19716 37.73659)
,05/30/2025 06:30:00 PM,25-907017,BURGLARY-AUTO,,BROADWAY,Oakland,CA,
STOLEN VEHICLE,03/24/2025 08:00:00 AM,25-013159,VEHICLE THEFT - AUTO,04X,17TH ST & ALICE ST,Oakland,CA,POINT (-122.26476 37.80513)
,05/06/2025 12:00:00 AM,25-906954,BURGLARY-NO FORCE,07X,2227 SAN PABLO AVE,Oakland,CA,POINT (-122.27435 37.81226)
BURG - COMMERCIAL,05/07/2025 01:53:00 AM,25-020134,BURGLARY-FORCIBLE ENTRY,09X,3974 PIEDMONT AV,Oakland,CA,POINT (-122.25395 37.82524)
STOLEN VEHICLE,05/25/2025 09:00:00 PM,25-023011,VEHICLE THEFT - AUTO,10Y,6066 ADELINE ST,Oakland,CA,POINT (-122.27272 37.84565)
,04/24/2025 05:30:00 PM,25-903947,BURGLARY-NO FORCE,,2119 94 TH AVE,Oakland,CA,POINT (-122.16455 37.75095)
,03/24/2025 05:30:00 PM,25-905254,VANDALISM,03Y,536 9TH ST,Oakland,CA,POINT (-122.27552 37.80173)
STOLEN VEHICLE,03/18/2025 06:45:00 AM,25-012392,VEHICLE THEFT - AUTO,25X,3839 ENOS AV,Oakland,CA,POINT (-122.18687 37.78744)
ROBBERY,03/28/2025 06:03:00 PM,25-013837,CARJACKING WITH FIREARM,29X,6235 SEMINARY AV,Oakland,CA,POINT (-122.174 37.78014)
NARCOTICS,04/11/2025 08:28:00 AM,25-017186,POSSESS CONTROLLED SUBSTANCE,30Y,2800 68TH AV,Oakland,CA,POINT (-122.17988 37.76879)
NARCOTICS,04/01/2025 08:00:00 PM,25-014603,CARRY CONCEALED WEAPON IN VEHICLE,30X,7272 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18731 37.75977)
PETTY THEFT,04/09/2025 12:00:00 AM,25-015766,THEFT,02Y,1103 CAMPBELL ST,Oakland,CA,POINT (-122.29687 37.80996)
NARCOTICS,03/25/2025 11:45:00 AM,25-013299,EVADE TAXES ON CIGARETTES/ETC,02X,900 MARKET ST,Oakland,CA,POINT (-122.28163 37.80378)
DOMESTIC VIOLENCE,03/20/2025 10:02:00 AM,25-012534,INFLICT CRPL INJ SP/COHAB,19X,285 8TH AV,Oakland,CA,POINT (-122.25652 37.78833)
MISDEMEANOR ASSAULT,03/28/2025 08:34:00 AM,25-013774,BATTERY,21Y,2322 FRUITVALE AV,Oakland,CA,POINT (-122.22171 37.78553)
NARCOTICS,04/24/2025 09:30:00 AM,25-018210,PUBLIC NUISANCE,29X,5864 FOOTHILL BLVD,Oakland,CA,POINT (-122.19063 37.77159)
BURG - AUTO,04/04/2025 04:00:00 AM,25-015018,BURGLARY-AUTO,03Y,651 7TH ST,Oakland,CA,POINT (-122.27919 37.80143)
RECOVERED O/S STOLEN,04/05/2025 11:00:00 AM,25-015145,POSSESS MARIJUANA FOR SALE,33X,1053 92ND AV,Oakland,CA,POINT (-122.17881 37.74609)
,06/08/2025 05:48:00 PM,25-907398,VANDALISM,02X,981 MARKET ST,Oakland,CA,POINT (-122.28217 37.80512)
STOLEN VEHICLE,04/05/2025 09:00:00 PM,25-015316,VEHICLE THEFT - AUTO,01X,200 MADISON ST,Oakland,CA,POINT (-122.26914 37.79336)
MISDEMEANOR ASSAULT,05/22/2025 01:36:00 AM,25-022398,BATTERY,30X,7940 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18156 37.75694)
NARCOTICS,04/17/2025 11:27:00 PM,25-017139,CARRY CONCEALED WEAPON IN VEHICLE,19X,1400 17TH AV,Oakland,CA,POINT (-122.24302 37.78783)
,05/01/2025 12:00:00 AM,25-904459,THEFT,17Y,2441 9TH AVE,Oakland,CA,POINT (-122.24056 37.79989)
CURFEW & LOITERING,04/20/2025 07:41:00 PM,25-017556,TRESPASS:OCCUPY PROPERTY W/O CONSENT,15X,288 E 18TH ST,Oakland,CA,POINT (-122.25204 37.79973)
STOLEN VEHICLE,05/24/2025 04:10:00 PM,25-022751,VEHICLE THEFT - AUTO,14X,393 MACARTHUR BLVD,Oakland,CA,POINT (-122.2506 37.81155)
PETTY THEFT,04/08/2025 11:00:00 PM,25-016484,THEFT,25X,4437 WORDEN WY,Oakland,CA,POINT (-122.18739 37.78883)
PETTY THEFT,04/06/2025 09:54:00 AM,25-015283,RECEIVE/ETC KNOWN STOLEN PROPERTY,26Y,900 77TH AV,Oakland,CA,POINT (-122.19195 37.75189)
OTHER,05/06/2025 07:00:00 AM,25-019989,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,19X,1486 8TH AV,Oakland,CA,POINT (-122.25058 37.79406)
MISDEMEANOR ASSAULT,03/24/2025 12:00:00 PM,25-015443,BATTERY,10X,1094 ALCATRAZ AV,Oakland,CA,POINT (-122.28448 37.84724)
PETTY THEFT,04/24/2025 07:30:00 AM,25-018372,PETTY THEFT:$50-,34X,1927 84TH AV,Oakland,CA,POINT (-122.17224 37.75705)
OTHER SEX OFFENSES,04/06/2025 11:40:00 PM,25-015520,SEXUAL BATTERY,31Y,566 HEGENBERGER RD,Oakland,CA,POINT (-122.19565 37.74514)
MISDEMEANOR ASSAULT,03/28/2025 10:55:00 AM,25-013790,THREAT CRIME:INT:TERRORIZE,30Y,2651 73RD AV,Oakland,CA,POINT (-122.17452 37.7677)
STOLEN VEHICLE,06/10/2025 08:30:00 PM,25-025373,VEHICLE THEFT - AUTO,08X,492 29TH ST,Oakland,CA,POINT (-122.26712 37.81816)
MISDEMEANOR ASSAULT,03/18/2025 03:31:00 PM,25-012286,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,12X,5131 SHATTUCK AV,Oakland,CA,POINT (-122.2645 37.83759)
KIDNAPPING,05/04/2025 02:00:00 PM,25-019687,BATTERY,19X,1534 11TH AV,Oakland,CA,POINT (-122.24738 37.79238)
FELONY ASSAULT,05/13/2025 03:22:00 AM,25-021047,ASSAULT WITH FIREARM ON PERSON,12X,4900 SHATTUCK AV,Oakland,CA,POINT (-122.26393 37.83596)
STOLEN VEHICLE,04/03/2025 08:00:00 PM,25-015683,VEHICLE THEFT - AUTO,17Y,2200 IVY DR,Oakland,CA,POINT (-122.24594 37.80122)
FELONY ASSAULT,05/02/2025 08:16:00 PM,25-019473,CARRY CONCEALED WEAPON IN VEHICLE,03X,401 13TH ST,Oakland,CA,POINT (-122.2706 37.80322)
,06/01/2025 11:30:00 AM,25-907272,THEFT,03X,10 10TH ST,Oakland,CA,POINT (-122.26196 37.79817)
,05/11/2025 03:00:00 PM,25-906936,THEFT BY USE OF ACCESS CARD,,10 10 TH STEET ST,Oakland,CA,POINT (-122.26196 37.79817)
ROBBERY,05/26/2025 06:50:00 AM,25-022945,BURGLARY-FORCIBLE ENTRY,27Y,2231 64TH AV,Oakland,CA,POINT (-122.19022 37.76667)
PETTY THEFT,04/04/2025 06:15:00 PM,25-905730,MAIL/ETC THEFT/ETC,77X,6819 SKYVIEW DR,Oakland,CA,POINT (-122.16117 37.77934)
ROBBERY,03/20/2025 12:00:00 PM,25-012548,ROBBERY-FIREARM,30Y,7916 NEY AV,Oakland,CA,POINT (-122.16555 37.76567)
